"ibqrda097","Integer","","Recommended","97. move quickly toward new objects","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrdq97,q_97"
"ibqrda098","Integer","","Recommended","98. show a strong desire for something","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrdq98,q_98"
"ibqrda099","Integer","","Recommended","99. startle to a loud or sudden noise","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq17_14,ibq60_12,ibqmat60,ibqrdq99,q_99"
"ibqrda100","Integer","","Recommended","100. look at children playing >5min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq100,q_100"
"ibqrda101","Integer","","Recommended","101. watch household activities >5min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq101,q_101"
"ibqrda102","Integer","","Recommended","102. squeal or shout when excited","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq102,q_102"
"ibqrda103","Integer","","Recommended","103. imitate the sounds you made","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq103,q_103"
"ibqrda104","Integer","","Recommended","104. excited when others act excited","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq104,q_104"
"ibqrda105","Integer","","Recommended","105. pull away or kick","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq18_8,ibqrq105,q_105"
"ibqrda106","Integer","","Recommended","106. seem to enjoy him/herself","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq106,q_106"
"ibqrda107","Integer","","Recommended","107. mold to your body","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq107,q_107"
"ibqrda108","Integer","","Recommended","108. squirm","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq62_12,ibqmat62,ibqrq108,q_108"
"ibqrda109","Integer","","Recommended","109. fuss or protest","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq19_8,ibq63_12,ibqmat63,ibqrq109,q_109"
"ibqrda110","Integer","","Recommended","110. smile or laugh","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq19_9,ibq34_12,ibqmat34,ibqrq110,q_110"
"ibqrda111","Integer","","Recommended","111. wave arms and kick","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq19_11,ibq66_12,ibqmat66,ibqrq111,q_111"
"ibqrda112","Integer","","Recommended","112. squirm and/or turn body","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq19_12,ibq67_12,ibqmat67,ibqrq112,q_112"
"ibqrda113","Integer","","Recommended","113. upset did not get what wanted","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq20_8,ibq68_12,ibqmat68,ibqrq113,q_113"
"ibqrda114","Integer","","Recommended","114. have tantrums","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq20_9,ibq69_12,ibqmat69,ibqrq114,q_114"
"ibqrda115","Integer","","Recommended","115. wave arms and kick","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq21_8,ibq70_12,ibqmat70,ibqrq115,q_115"
"ibqrda116","Integer","","Recommended","116. squirm and turn body","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq21_9,ibq71_12,ibqmat71,ibqrq116,q_116"
"ibqrda117","Integer","","Recommended","117. lie or sit quietly","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq21_10,ibq72_12,ibqmat72,ibqrq117,q_117"
"ibqrda118","Integer","","Recommended",""" 118. show distress, then quiet down  ""","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq21_11,ibq73_12,ibqmat73,ibqrq118,q_118"
"ibqrda119","Integer","","Recommended","119. calm down within 5min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq119,q_119"
"ibqrda120","Integer","","Recommended","120. stay upset for 10min or longer","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq120,q_120"
"ibqrda121","Integer","","Recommended","121. stay upset for 20min or longer","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq121,q_121"
"ibqrda122","Integer","","Recommended","122. soothe self with other things","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq122,q_122"
"ibqrda123","Integer","","Recommended","123. seem to enjoy him/herself","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq123,q_123"
"ibqrda124","Integer","","Recommended","124. seemed eager to get away","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq124,q_124"
"ibqrda125","Integer","","Recommended","125. make protesting noises","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq125,q_125"
"ibqrda126","Integer","","Recommended","126. seem to enjoy being held","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq126,q_126"
"ibqrda127","Integer","","Recommended",""" 127. interest in being close, not held  ""","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq127,q_127"
"ibqrda128","Integer","","Recommended","128. show distress at being held","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq128,q_128"
"ibqrda129","Integer","","Recommended","129. seem to enjoy him/herself","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq129,q_129"
"ibqrda130","Integer","","Recommended","130. push against you until put down","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq130,q_130"
"ibqrda131","Integer","","Recommended","131. seem to enjoy him/herself","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq131,q_131"
"ibqrda132","Integer","","Recommended","132. not content without moving","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq132,q_132"
"ibqrda133","Integer","","Recommended","133. low-pitched noises","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq133,q_133"
"ibqrda134","Integer","","Recommended","134. sirens at a distance","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq134,q_134"
"ibqrda135","Integer","","Recommended","135. change in room temperature","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq135,q_135"
"ibqrda136","Integer","","Recommended","136. change in light","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq136,q_136"
"ibqrda137","Integer","","Recommended","137. sound of an airplane overhead","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq137,q_137"
"ibqrda138","Integer","","Recommended","138. bird or squirrel up in a tree","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq138,q_138"
"ibqrda139","Integer","","Recommended","139. fabrics with scratchy texture","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq139,q_139"
"ibqrda140","Integer","","Recommended","140. likely to cry","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq140,q_140"
"ibqrda141","Integer","","Recommended","141. show distress","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq141,q_141"
"ibqrda142","Integer","","Recommended","142. become tearful","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq142,q_142"
"ibqrda143","Integer","","Recommended","143. show distress","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq143,q_143"
"ibqrda144","Integer","","Recommended","144. appear sad","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq144,q_144"
"ibqrda145","Integer","","Recommended","145. seem unresponsive","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq145,q_145"
"ibqrda146","Integer","","Recommended","146. riding in a car","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq146,q_146"
"ibqrda147","Integer","","Recommended","147. riding in a shopping cart","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq147,q_147"
"ibqrda148","Integer","","Recommended","148. you talked to her/him","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq148,q_148"
"ibqrtw149","Integer","","Recommended","149. smile or laugh","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq74_12,ibqmat74,ibqrq149,q_149"
"ibqrtw150","Integer","","Recommended","150. cling to a parent","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq23_12,ibq75_12,ibqmat75,ibqrq150,q_150"
"ibqrtw151","Integer","","Recommended","151. refuse to go to unfamiliar person","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq23_13,ibq76_12,ibqmat76,ibqrq151,q_151"
"ibqrtw152","Integer","","Recommended","152. hang back from the adult","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq23_14,ibq77_12,ibqmat77,ibqrq152,q_152"
"ibqrtw153","Integer","","Recommended","153. never warm to unfamiliar adult","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq23_15,ibq78_12,ibqmat78,ibqrq153,q_153"
"ibqrtw154","Integer","","Recommended","154. cling to a parent","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq154,q_154"
"ibqrtw155","Integer","","Recommended","155. cry","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq155,q_155"
"ibqrtw156","Integer","","Recommended","156. continue to be upset for >10min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq48_12,ibqmat48,ibqrq156,q_156"
"ibqrtw157","Integer","","Recommended","157. show distress first few minutes","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq157,q_157"
"ibqrtw158","Integer","","Recommended","158. continue to be upset for >10min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq158,q_158"
"ibqrtw159","Integer","","Recommended","159. excited to explore surroundings","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq159,q_159"
"ibqrtw160","Integer","","Recommended","160. move actively when exploring","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq160,q_160"
"ibqrtw161","Integer","","Recommended","161. show distress","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq161,q_161"
"ibqrtw162","Integer","","Recommended","162. cry","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq162,q_162"
"ibqrtw163","Integer","","Recommended","163. picked up without protest","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq163,q_163"
"ibqrtw164","Integer","","Recommended","164. cry when picked up by visitor","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq164,q_164"
"ibqrtw165","Integer","","Recommended","165. seem to enjoy him/herself","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq165,q_165"
"ibqrtw166","Integer","","Recommended","166. caregiver gone unusually long time","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq166,q_166"
"ibqrtw167","Integer","","Recommended","167. left alone extended period of time","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq167,q_167"
"ibqrtw168","Integer","","Recommended","168. become sad","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq168,q_168"
"ibqrtw169","Integer","","Recommended","169. cry","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq169,q_169"
"ibqrtw170","Integer","","Recommended","170. become tearful","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq170,q_170"
"ibqrtw171","Integer","","Recommended","171. show distress","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq171,q_171"
"ibqrtw172","Integer","","Recommended","172. get excited","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq172,q_172"
"ibqrtw173","Integer","","Recommended","173. seem indifferent","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq173,q_173"
"ibqrso174","Integer","","Recommended","174. soothe immediately","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq174,q_174"
"ibqrso175","Integer","","Recommended","175. soothe in first 2min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq175,q_175"
"ibqrso176","Integer","","Recommended","176. take >10min to soothe","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq176,q_176"
"ibqrso177","Integer","","Recommended","177. soothe immediately","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq177,q_177"
"ibqrso178","Integer","","Recommended","178. soothe in first 2min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq178,q_178"
"ibqrso179","Integer","","Recommended","179. take >10min to soothe","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq179,q_179"
"ibqrso180","Integer","","Recommended","180. soothe immediately","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq180,q_180"
"ibqrso181","Integer","","Recommended","181. soothe in first 2min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq181,q_181"
"ibqrso182","Integer","","Recommended","182. take >10min to soothe","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq182,q_182"
"ibqrso183","Integer","","Recommended","183. soothe immediately","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq183,q_183"
"ibqrso184","Integer","","Recommended","184. soothe in first 2min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq184,q_184"
"ibqrso185","Integer","","Recommended","185. take >10min to soothe","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq185,q_185"
"ibqrso186","Integer","","Recommended","186. soothe immediately","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq186,q_186"
"ibqrso187","Integer","","Recommended","187. soothe in first 2min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq187,q_187"
"ibqrso188","Integer","","Recommended","188. take >10min to soothe","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq188,q_188"
"ibqrso189","Integer","","Recommended","189. soothe immediately","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq189,q_189"
"ibqrso190","Integer","","Recommended","190. soothe in first 2min","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq190,q_190"
"ibqrso191","Integer","","Recommended","191. take >10min to soothe","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibqrq191,q_191"
"ibqactlev","Float","","Recommended","IBQ-R: Activity Level, mean","","-999 = Missing value","activity_level,activity_level_mn_12,ibq_activity,ibqactiv"
"ibqdislim","Float","","Recommended","IBQ-R: Distress to Limitations, mean","","-999 = Missing value","distress_limits_mn_12,distress_to_limitations,ibq_distress,ibqdistr"
"ibqfear","Float","","Recommended","IBQ-R: Fear, mean","","-999 = Missing value","fear,ibq1fear,ibq_fear"
"ibqdurort","Float","","Recommended","IBQ-R: Duration of Orienting, mean","","-999 = Missing value","duration_of_orienting,duration_orienting_mn_12,ibq_orienting,ibqdurat"
"ibqsmile","Float","","Recommended","IBQ-R: Smiling and Laughter, mean","","-999 = Missing value","ibq_smiling,ibqsmlng,smiling_and_laughter,smiling_laugh_mn_12"
"ibqhiplea","Float","","Recommended","IBQ-R: High Pleasure  IBQ-R: Soothability, mean","","-999 = Missing value","high_pleasure,ibq_high_pleas,ibqhples"
"ibqloplea","Float","","Recommended","IBQ-R: Low Pleasure, mean","","-999 = Missing value","ibq_low_pleas,ibqlples,low_pleasure"
"ibqsoothe","Float","","Recommended","IBQ-R: Soothability, mean","","-999 = Missing value","ibq_soothability,ibqsooth,soothability,soothability_mn_12"
"ibqfalrea","Float","","Recommended","IBQ-R: Falling Reactivity, mean","","-999 = Missing value","falling_reactivity,ibq_fall_react,ibqfallr"
"ibqcuddl","Float","","Recommended","IBQ-R: Cuddliness, mean","","-999 = Missing value","cuddliness,ibq_cuddliness,ibqcudls"
"ibqpersen","Float","","Recommended","IBQ-R: Perceptual Sensitivity, mean","","-999 = Missing value","ibq_percept_sens,ibqpercp,perceptual_sensitivity"
"ibqsad","Float","","Recommended","IBQ-R: Sadness, mean","","-999 = Missing value","ibq_sadness,ibqsadns,sadness"
"ibqappr","Float","","Recommended","IBQ-R: Approach, mean","","-999 = Missing value","approach,ibq_approach,ibqaprch"
"ibqvocrea","Float","","Recommended","IBQ-R: Vocal Reactivity, mean","","-999 = Missing value","ibq_vocal_react,ibqvocal,vocal_reactivity"
"version_form","String","121","Recommended","Form used/assessment name","","","old_new,ssibqversion_form"
"bq098","Integer","","Recommended","98. cry or show distress when approached by an   unfamiliar animal?","0::7; -9","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always; -9 = Missing value","ibq81_12,ibqmat81"
"ibq1_12","Integer","","Recommended","When having to wait for food or liquids how often did your baby seem not bothered?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq1_2,ibqmat1"
