"spell_i18","Integer","","Recommended","Spelling Item 18 score","0::1; 9","9=DK","spelling_18"
"spell_i19","Integer","","Recommended","Spelling Item 19 score","0::1; 9","9=DK","spelling_19"
"spell_i20","Integer","","Recommended","Spelling Item 20 score","0::1; 9","9=DK","spelling_20"
"spell_i21","Integer","","Recommended","Spelling Item 21 score","0::1; 9","9=DK","spelling_21"
"spell_i22","Integer","","Recommended","Spelling Item 22 score","0::1; 9","9=DK","spelling_22"
"spell_i23","Integer","","Recommended","Spelling Item 23 score","0::1; 9","9=DK","spelling_23"
"spell_i24","Integer","","Recommended","Spelling Item 24 score","0::1; 9","9=DK","spelling_24"
"spell_i25","Integer","","Recommended","Spelling Item 25 score","0::1; 9","9=DK","spelling_25"
"spell_i26","Integer","","Recommended","Spelling Item 26 score","0::1; 9","9=DK","spelling_26"
"spell_i27","Integer","","Recommended","Spelling Item 27 score","0::1; 9","9=DK","spelling_27"
"spell_i28","Integer","","Recommended","Spelling Item 28 score","0::1; 9","9=DK","spelling_28"
"spell_i29","Integer","","Recommended","Spelling Item 29 score","0::1; 9","9=DK","spelling_29"
"spell_i30","Integer","","Recommended","Spelling Item 30 score","0::1; 9","9=DK","spelling_30"
"spell_i31","Integer","","Recommended","Spelling Item 31 score","0::1; 9","9=DK","spelling_31"
"spell_i32","Integer","","Recommended","Spelling Item 32 score","0::1; 9","9=DK","spelling_32"
"spell_i33","Integer","","Recommended","Spelling Item 33 score","0::1; 9","9=DK","spelling_33"
"spell_i34","Integer","","Recommended","Spelling Item 34 score","0::1; 9","9=DK","spelling_34"
"spell_i35","Integer","","Recommended","Spelling Item 35 score","0::1; 9","9=DK","spelling_35"
"spell_i36","Integer","","Recommended","Spelling Item 36 score","0::1; 9","9=DK","spelling_36"
"spell_i37","Integer","","Recommended","Spelling Item 37 score","0::1; 9","9=DK","spelling_37"
"spell_i38","Integer","","Recommended","Spelling Item 38 score","0::1; 9","9=DK","spelling_38"
"spell_i39","Integer","","Recommended","Spelling Item 39 score","0::1; 9","9=DK","spelling_39"
"spell_i40","Integer","","Recommended","Spelling Item 40 score","0::1; 9","9=DK","spelling_40"
"spell_i41","Integer","","Recommended","Spelling Item 41 score","0::1; 9","9=DK","spelling_41"
"spell_i42","Integer","","Recommended","Spelling Item 42 score","0::1; 9","9=DK","spelling_42"
"spell_i43","Integer","","Recommended","Spelling Item 43 score","0::1; 9","9=DK","spelling_43"
"spell_i44","Integer","","Recommended","Spelling Item 44 score","0::1; 9","9=DK","spelling_44"
"spell_i45","Integer","","Recommended","Spelling Item 45 score","0::1; 9","9=DK","spelling_45"
"spell_i46","Integer","","Recommended","Spelling Item 46 score","0::1; 9","9=DK","spelling_46"
"spell_i47","Integer","","Recommended","Spelling Item 47 score","0::1; 9","9=DK","spelling_47"
"spell_i48","Integer","","Recommended","Spelling Item 48 score","0::1; 9","9=DK","spelling_48"
"spell_i49","Integer","","Recommended","Spelling Item 49 score","0::1; 9","9=DK","spelling_49"
"spell_i50","Integer","","Recommended","Spelling Item 50 score","0::1; 9","9=DK","spelling_50"
"spell_i51","Integer","","Recommended","Spelling Item 51 score","0::1; 9","9=DK","spelling_51"
"spell_i52","Integer","","Recommended","Spelling Item 52 score","0::1; 9","9=DK","spelling_52"
"spell_i53","Integer","","Recommended","Spelling Item 53 score","0::1; 9","9=DK","spelling_53"
"spell_i54","Integer","","Recommended","Spelling Item 54 score","0::1; 9","9=DK","spelling_54"
"spell_i55","Integer","","Recommended","Spelling Item 55 score","0::1; 9","9=DK","spelling_55"
"spell_i56","Integer","","Recommended","Spelling Item 56 score","0::1; 9","9=DK","spelling_56"
"spell_i57","Integer","","Recommended","Spelling Item 57 score","0::1; 9","9=DK","spelling_57"
"spell_i58","Integer","","Recommended","Spelling Item 58 score","0::1; 9","9=DK","spelling_58"
"spell_i59","Integer","","Recommended","Spelling Item 59 score","0::1; 9","9=DK","spelling_59"
"spell_i60","Integer","","Recommended","Spelling Item 60 score","0::1; 9","9=DK","spelling_60"
"spell_i61","Integer","","Recommended","Spelling Item 61score","0::1; 9","9=DK","spelling_61"
"spell_i62","Integer","","Recommended","Spelling Item 62 score","0::1; 9","9=DK","spelling_62"
"spell_i63","Integer","","Recommended","Spelling Item 63 score","0::1; 9","9=DK","spelling_63"
"spelling_64","Integer","","Recommended","Spelling Item 64","0;1;9","0=Incorrect response; 1=Correct response; 9=DK",""
"spelling_65","Integer","","Recommended","Spelling Item 65","0;1;9","0=Incorrect response; 1=Correct response; 9=DK",""
"spelling_66","Integer","","Recommended","Spelling Item 66","0;1;9","0=Incorrect response; 1=Correct response; 9=DK",""
"spelling_67","Integer","","Recommended","Spelling Item 67","0;1;9","0=Incorrect response; 1=Correct response; 9=DK",""
"spelling_68","Integer","","Recommended","Spelling Item 68","0;1;9","0=Incorrect response; 1=Correct response; 9=DK",""
"spelling_69","Integer","","Recommended","Spelling Item 69","0;1;9","0=Incorrect response; 1=Correct response; 9=DK",""
"lwid_raw","Integer","","Recommended","Letter-word identification Raw score","","999=N/A, Missing","letterwordrecog_raw"
"letterwordrecog_standard","Integer","","Recommended","Letter and word recognition standard score","","999=N/A, Missing","ktea_lwr"
"lwid_pr","String","15","Recommended","Letter-word identification percentile rank","","999=N/A, Missing","letterwordrecog_percentile"
"letterwordrecog_equivtype","Integer","","Recommended","Letter and word recognition equivalent type","1;2;999","1=grade equivalent; 2=age equivalent; 999=N/A, Missing",""
"letterwordrecog_equiv","Integer","","Recommended","Letter and word recognition equivalent","","999=N/A, Missing",""
"wrataraw","Integer","","Recommended","Math Computation Raw Score","","","mathcomp_raw"
"mathcomp_standard","Integer","","Recommended","Math Computation standard score","","999=N/A, Missing","ktea_mc"
"mathcomp_percentile","Integer","","Recommended","Math Computation percentile rank","","999=N/A, Missing",""
"mathcomp_equivtype","Integer","","Recommended","Math Computation equivalent type","1;2;999","1=grade equivalent; 2=age equivalent; 999=N/A, Missing",""
"mathcomp_equiv","Integer","","Recommended","Math Computation equivalent","","999=N/A, Missing",""
"spel_raw","Integer","","Recommended","Spelling Raw score","","999=N/A, Missing","spelling_raw"
"spell_ss","Integer","","Recommended","Spelling standard score","","999=N/A, Missing","ktea_s,spelling_standard"
"spel_pr","String","15","Recommended","Spelling percentile rank","","999=N/A, Missing","spelling_percentile"
"spelling_equivtype","Integer","","Recommended","Spelling equivalent type","1;2;999","1=grade equivalent; 2=age equivalent;999=N/A, Missing",""
"spelling_equiv","Integer","","Recommended","Spelling equivalent","","999=N/A, Missing",""
"ktea_briefachieve_sum","Integer","","Recommended","KTEA-3 Brief Achievement Sum of Letter and Word Recognition, Math Computation, and Spelling standard scores","","999=N/A, Missing",""
"ktea_briefachieve_comp","Integer","","Recommended","KTEA-3 Brief Achievement Composite Score","","999=N/A, Missing","ktea_briefachievement"
"version_form","String","121","Recommended","Form used/assessment name","","",""
