"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"pdsf_4","Integer","","Recommended","","Have your breasts begun to grow?","0::3;5;999","0 = Have not yet started growing; 1 = Have barely started changing; 2 = Breast growth is definitely underway; 3 = Breast growth seems completed; 5= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsf_4,p_pdsf_4_base,pds_female_4"
"pdsf_5","Integer","","Recommended","","Do you think your development is any earlier or later than most other girls your age?","0::6;999","0 = Much earlier; 1 = Somewhat earlier; 2 = About the same; 4 = Somewhat later; 5 = Much later; 6= I do not know; 999 = N/A or Prefer Not to Answer","p_pdsf_5,p_pdsf_5_base,pds_female_5"
"pdsf_6","Integer","","Recommended","","Have you begun to menstruate or get your period?; Have you had your first period (that is, your first menstrual bleeding?","0;1;999","0 = No; 1 = Yes; 999 = N/A or Prefer Not to Answer","everperiod,p_pdsf_6,p_pdsf_6_base,pds_female_6"
"pdsf_7","Integer","","Recommended","","How old were you when you first menstruated or got your period?","","","p_pdsf_7,p_pdsf_7_base,pds_female_6a"
"teen_timepoint","Integer","","Recommended","","Time point","1::3","1 = Teen's approximately 13 years old; 2 = Teen's approximately 14 years old; 3 = Teen's approximately 15 years old",""
"pds_wetdream","Integer","","Recommended","","As best you can remember,?have you had?a wet dream (that is,?your first ejaculation during sleep)?","0::2;88","0 = No; 1 = Yes; 2=I don't know; 88 = N/A","everwetdream"
"pds_wetdreamage","Integer","","Recommended","","As best you can remember, how old were you when you had your first wet dream (that is, your first ejaculation during sleep)?","0::1260","(in months)","everwetdream_age"
"pds_firstbra","Integer","","Recommended","","Have you bought your first bra?","0::5","0 = Has not happened; 1 = Happened much earlier than my friends; 2 = Happened somewhat earlier than my friends; 3 = Happened the same as my friends; 4 = Happened somewhat later than my friends; 5 = Happened much later than my friends",""
"ampscz_missing","Integer","","Recommended","","Please click if this form is missing all of its data","0;1","0 = Not clicked; 1 = Clicked","chrpds_missing"
"ampscz_missing_spec","Integer","","Recommended","","Please specify the reason for missing data on this form","0::6","0 = Evaluation not necessary because the screening visit was less than 21 days from baseline visit; 1 = Measure refusal (no reason provided); 2 = No show; 3 = Research assistant forgot; 4 = Uncontrollable circumstance; 5 = Participant dropped out; 6 = Evaluation not necessary because the screening visit was less than 21 days from baseline visit","chrpds_missing_spec"
"ampscz_entry_date","Date","","Recommended","","Date of Data Entry","","MM/DD/YYYY","chrpds_entry_date"
"chrpds_pds_4_p","Integer","","Recommended","","Intructions: Only fill up this questionnaire if you are aged 18 or under. The following questions are about changes that may be happening to your body. These changes normally happen to different young people at different ages. Since they may have something to do with your sleep patterns, do your best to answer carefully. If you do not understand a question or do not know the answer, just mark 'I don't know'. 4. Is your body going through pubertal changes associated with the male or female sex?","1::3;-900;-300","1 = Male; 2 = Female; 3 = I don't know; -9 = Missing",""
"sex_choice","Integer","","Recommended","","This scale will ask about your pubertal development.  Should you fill out the male or the female version of this form?","1;2","1= Male; 2= Female",""
"chrpds_total_score_female_sex","Integer","","Recommended","","Pubertal developmental scale: total score (female)","5::20;-900;-300","-900 = Missing; -300 = N/A; if female: chrpds_pds_1_p + chrpds_pds_2_p + chrpds_pds_3_p + chrpds_pds_f4_p + chrpds_pds_f5b_p, if male or age > 18: -300 ",""
"chrpds_total_score_male_sex","Integer","","Recommended","","Pubertal developmental scale: total score (male)","5::20;-900;-300","-900 = Missing; -300 = N/A; if male: chrpds_pds_1_p + chrpds_pds_2_p + chrpds_pds_3_p + chrpds_pds_m4_p + chrpds_pds_m5_p, if female or age > 18: -300",""
"pds_underarm","Integer","","Recommended","","Body hair underarm","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_pubic","Integer","","Recommended","","Body hair pubic","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_cat","Integer","","Recommended","","Total of items used for puberty categorization (pubic hair, voice, facial hair)","","",""
"male_puberty_cat","Integer","","Recommended","","Categorical puberty stage (using voice, facial hair, underarm hair, pubic hair) - Male","1::5","1 = Prepubertal; 2 = Early Puberty; 3 = Mid-pubertal; 4 = Late Puberty; 5 = Post-pubertal",""
"female_puberty_cat","Integer","","Recommended","","Categorical puberty stage (using voice, facial hair, underarm hair, pubic hair) - Female","1::5","1 = Prepubertal; 2 = Early Puberty; 3 = Mid-pubertal; 4 = Late Puberty; 5 = Post-pubertal",""
"male_pds_tot","Integer","","Recommended","","Continuous pubertal development score (using voice, facial hair, underarm hair, pubic hair) - Male","","",""
"female_pds_tot","Integer","","Recommended","","Continuous pubertal development score (using voice, facial hair, underarm hair, pubic hair) - Female","","",""
"pds_dev","Integer","","Recommended","","Early/late development","1::5","1 = Much earlier; 2 = Somewhat earlier; 3 = About the same; 4 = Somewhat later; 5 = Much later",""
"pds_pa_voice","Integer","","Recommended","","One year ago deepening of voice","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_pa_height","Integer","","Recommended","","One year ago growth","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_pa_facialhair","Integer","","Recommended","","One year ago growth of hair on face","1::4","1 = Not yet started; 2 = Barely started; 3 = Has enough to shave; 4 = Grows as fast as it ever will",""
"pds_pa_bodyhair","Integer","","Recommended","","One year ago body hair","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_pa_skinchanges","Integer","","Recommended","","One year ago skin changes (especially pimples)","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_firstofsecondtolastperiod","Date","","Recommended","","Date of start of second to last period","","MM/DD/YYYY",""
"pds_pa_breasts","Integer","","Recommended","","One year ago breast development","1::4","1 = Not yet started; 2 = Barely started; 3 = Definitely underway; 4 = Seems completed",""
"pds_pa_dev","Integer","","Recommended","","One year ago early/late development","1::5","1 = Much earlier; 2 = Somewhat earlier; 3 = About the same; 4 = Somewhat later; 5 = Much later",""
"pds_daycycle","Integer","","Recommended","","Day in cycle at assessment","","",""
"pds_cyclelength","Integer","","Recommended","","Length of previous cycle in days","","",""
"pds_1_alt","Integer","","Recommended","","Would you say that your growth in height:","1::5","1 = Not yet started; 2 = Barely started; 3 = Definitely started; 4 = Seems complete; 5 = I don''t know",""
"pds_2_alt","Integer","","Recommended","","And how about the growth of your body hair? (''Body hair'' means hair any place other than your head, such as under your arms.) Would you say that your body hair growth:","1::5","1 = Not yet started; 2 = Barely started; 3 = Definitely started; 4 = Seems complete; 5 = I don''t know",""
"pds_3_alt","Integer","","Recommended","","Have you noticed any skin changes, especially pimples?","1::5","1 = Not yet started; 2 = Barely started; 3 = Definitely started; 4 = Seems complete; 5 = I don''t know",""
"pds_4m_alt","Integer","","Recommended","","Have you noticed a deepening of your voice?","1::5","1 = Not yet started; 2 = Barely started; 3 = Definitely started; 4 = Seems complete; 5 = I don''t know",""
"pds_5m_alt","Integer","","Recommended","","Have you begun to grow hair on your face?","1::5","1 = Not yet started; 2 = Barely started; 3 = Definitely started; 4 = Seems complete; 5 = I don''t know",""
"pds_4f_alt","Integer","","Recommended","","Have you noticed your breasts have begun to grow?","1::5","1 = Not yet started; 2 = Barely started; 3 = Definitely started; 4 = Seems complete; 5 = I don''t know",""
"pds_5f_alt","Integer","","Recommended","","Have you begun to menstruate (started to have your period)?","1;4","1 = No; 4 = Yes",""
"chrdemo_sexassigned","Integer","","Recommended","","1b. What sex were you assigned at birth, what was on your original birth certificate?","1::5;-900;-300; -5; -999","1=Male; 2=Female; 3=Intersex; 4 = Don''t know; 5=Other;-900 =Missing;-300=N/A; -999 =data not submitted (incomplete); -5=item seen but not answered",""
"voice_changes","Integer","","Recommended","","Have you noticed any voice changes?","1::4;88","1 = Not yet started changing; 2 = Has barely started changing; 3 = Voice change has definitely started but is not finished; 4 = Voice change seem complete; 88 = Prefer not to answer",""
"facial_hair","Integer","","Recommended","","Have you started growing facial hair (beard or mustache)?","1::4;88","1 = Not yet started growing facial hair; 2 = Have barely started growing facial hair; 3 = Hair growth has definitely started (enough to shave); 4 = Probably grows now as fast as it will ever grow; 88 = Prefer not to answer",""
"chest_grow","Integer","","Recommended","","Has your chest begun to grow?","1::4;88","1 = Not yet started growing; 2 = Has barely started growing; 3 = Chest growth has definitely started but is not finished; 4 = Chest growth seems complete; 88 = Prefer not to answer",""
"menstruate_not_answer","Integer","","Recommended","","If yes, how old were you when you first got your period? Prefer not to answer","0;1","0 = Not checked; 1 = Checked",""
"optout","Integer","","Recommended","","If you would prefer not to answer questions about your pubertal development for any reason, please check here to skip these questions.","0;1","0 = Not checked; 1 = Checked",""
"growth","Integer","","Recommended","","Would you say your growth in height (getting taller)","1::4;88","1 = Has not yet begun to spurt (''spurt'' means more growth than usual); 2 = Has barely started to spurt; 3 = Has definitely started to happen, but is not finished; 4 = Seems completed (you''re about as tall as you''re going to get); 88 = Prefer not to answer",""
"fs_v2_height_feet","Integer","","Recommended","","How tall is the subject now (feet)?","","",""
"fs_v2_height_inches","Float","","Recommended","","How tall is the subject now (inches)?","","",""
"subridedem_04","Float","","Recommended","","How much do you weigh in pounds?","","Weight in Pounds, lb",""
"body_hair","Integer","","Recommended","","How about the growth of body hair (e.g., under your arms)? Would you say that your body hair:","1::4;88","1 = Not started growing; 2 = Barely started growing; 3 = Definitely started growing, but is not finished; 4 = Seems completed (you have as much body hair as you''re going to get); 88 = Prefer not to answer",""
"skin_changes","Integer","","Recommended","","Have you noticed any skin changes, especially pimples?","1::4;88","1 = Not yet started showing changes; 2 = Have barely started showing changes; 3 = Skin changes have definitely started but are not finished; 4 = Skin changes seem completed; 88 = Prefer not to answer",""
"pds_breastgrowthcomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Having noticeable breast development/growth","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"pds_firstbracomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Buying your first bra","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"everperiod_age","String","20","Recommended","","As best you can remember, how old were you when you had your first period (that is your first menstrual bleeding)? Please report your age in years and months or N/A to the best of your ability.","","",""
"pds_growingbeardcomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Growing a beard/needing to begin shaving ","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"pds_growthspurtcomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Experiencing your teenage growth spurt","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"pds_changingvoicecomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Changing/cracking of your voice","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"pds_wetdreamcomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Having your first ''Wet dream''","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"pds_physicaldevelopment","Integer","","Recommended","","Compared with others your age, would you say your physical development is:","1::6","1=Much earlier than others; 2=Somewhat earlier than others; 3=About the same as others; 4=Somewhat later than others; 5=Much later than others; 6=N/A",""
"pds_firstperiodcomp","Integer","","Recommended","","Sometimes it is difficult to remember exact dates. The following questions ask about timing relative to those around you rather than asking about the specific date. For each item, consider how the timing of your experience compared to that of your friends. Please rate your response: Having your first period","0::6","0=Has not happened; 1=Much earlier; 2=Somewhat earlier; 3=The same; 4=Somewhat later; 5=Much later; 6=N/A",""
"timepoint_label","String","50","Recommended","","Timepoint/visit label","","",""
