"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"leit_rp_notes","String","255","Recommended","","RP Examiner's Notes and Observations","","",""
"leit_rp_raw","Integer","","Conditional","interview_age > 24 && interview_age < 251","RP Raw Score","0 :: 27; 999","999 = Missing value","intRepeatPatternRaw,l_rp_r"
"leit_pc_1","Integer","","Recommended","","PC 1. Duck - Pond","0;1;999;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_pc_2","Integer","","Recommended","","PC 2. Cheese - Mouse, Apple - Tree","0;1;2;999;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pc_3","Integer","","Recommended","","PC 3. Tire - Car, Bee - Hive","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pc_4","Integer","","Recommended","","PC 4. Cake - Party, Bone - Dog, Bucket - Beach, Bowl - Kitchen","0;1;2;3;4;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 999 = Missing value",""
"leit_pc_5","Integer","","Recommended","","PC 5. Seal - Igloo, Fish - Ocean, Bottles - Dad/Baby, Cow - Farm","0;1;2;3;4;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 999 = Missing value",""
"leit_pc_6","Integer","","Recommended","","PC 6. Book - Library, Bird - Tree, Nail - Hammer, Bench - Bus","0;1;2;3;4;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 999 = Missing value",""
"leit_pc_7","Integer","","Recommended","","PC 7. Model house - Train, Pillow - Bed, Briefcase - Greeting, Glass - Pitcher","0;1;2;3;4;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 999 = Missing value",""
"leit_pc_8","Integer","","Recommended","","PC 8. Cars - Balloon, Ball - Soccer, Boat Tow - Water, Fence - Horse Jump","0;1;2;3;4;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 4 = Four correct responses; 999 = Missing value",""
"leit_pc_notes","String","255","Recommended","","PC Examiner's Notes and Observations","","",""
"leit_pc_raw","Integer","","Conditional","interview_age > 24 && interview_age < 71","PC Raw Score","","","intPicContextRaw"
"leit_c_color","Integer","","Recommended","","C 1. Classified by COLOR","0;1;2;3;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 3 = Three correct responses; 999 = Missing value",""
"leit_c_size","Integer","","Recommended","","C 2. Classified by SIZE","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_apple","Integer","","Recommended","","C 3. Apple","0; 1; 999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_c_bed","Integer","","Recommended","","C 4. Bed","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_c_dog","Integer","","Recommended","","C 5. Dog","0; 1; 999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_c_bottleshoe","Integer","","Recommended","","C 6. Bottle & Shoe","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_pitcherbulb","Integer","","Recommended","","C 7. Pitcher & Light bulb","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_sovalj","Integer","","Recommended","","C 8. Shaded Oval & J's","0; 1; 2","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_squarex","Integer","","Recommended","","C 9. Squares - Cross","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_4dots","Integer","","Recommended","","C 10. 4 Dots - Diagmond/Square","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_dot","Integer","","Recommended","","C 11. Where's the DOT?","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_c_notes","String","255","Recommended","","C Examiner's Notes and Observations","","",""
"leit_c_raw","Integer","","Conditional","interview_age > 24 && interview_age < 71","CA Raw Score","0 :: 32; 999","999 = Missing value","intClassificationRaw"
"leit_pf_hcircle","Integer","","Recommended","","PF 1. Half-circle","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_pf_hdiamond","Integer","","Recommended","","PF 2. Half diamond, half star","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_hplate","Integer","","Recommended","","PF 3. Home plate and clipped corner","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_cube","Integer","","Recommended","","PF 4. Small rectangle and cube","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_solidsdots","Integer","","Recommended","","PF 5. Solid and dots","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_pf_bwbox","Integer","","Recommended","","PF 6. Blue & white box","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_pf_gwtriangles","Integer","","Recommended","","PF 7. Gold & white triangle","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_pf_pyraminds","Integer","","Recommended","","PF 8. Pyramids","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_gbars","Integer","","Recommended","","PF 9. Green bars on blocks","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_rdboxes","Integer","","Recommended","","PF 10. Boxes with red dot","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_rdboxestime","Integer","","Recommended","","PF 10. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_pf_tricubes1","Integer","","Recommended","","PF 11. Triangles on cubes","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_tricubes1time","Integer","","Recommended","","PF 11. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_pf_tricubes2","Integer","","Recommended","","PF 12. Triangles on cube","0;1;2;999","0 = Incorrect; 1 = One correct response; 2 = Two correct responses; 999 = Missing value",""
"leit_pf_tricubes2time","Integer","","Recommended","","PF 12. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_pf_notes","String","255","Recommended","","PF Examiner's Notes and Observations","","",""
"leit_pf_raw","Integer","","Conditional","interview_age > 72 && interview_age < 251","PF Raw Score","0 :: 26; 999","999 = Missing value","intPaperFoldRaw"
"leit_fr_2arrows","Integer","","Recommended","","FR 1. Two Arrows","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_envelope","Integer","","Recommended","","FR 2. Fancy envelope","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_xmarks","Integer","","Recommended","","FR 3. Crossed check marks","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_boxlines","Integer","","Recommended","","FR 4. Box with 2 lines","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_line","Integer","","Recommended","","FR 5. Line, ++","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_pinwheel","Integer","","Recommended","","FR 6. Pinwheel","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_hand","Integer","","Recommended","","FR 7. Hand","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_3dblockt","Integer","","Recommended","","FR 8. 3-D Block in turquoise","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_34blocksb","Integer","","Recommended","","FR 9. 34 blocks-blue","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_14blocksp","Integer","","Recommended","","FR 10. 14 blocks-purple","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_31blockso","Integer","","Recommended","","FR 11. 31 blocks-orange","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_blocksp","Integer","","Recommended","","FR 12. Blocks-pink","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_blocksptime","Integer","","Recommended","","FR 12. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_fr_rwbblocks","Integer","","Recommended","","FR 13. Red, white & blue blocks","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_rwbblockstime","Integer","","Recommended","","FR 13. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_fr_67blockg","Integer","","Recommended","","FR 14. 67 blocks-green","0;1;999","0 = Incorrect; 1 = Correct; 999 = Missing value",""
"leit_fr_67blockgtime","Integer","","Recommended","","FR 14. Time Bonus Points","0; 1; 2","0 = 61+ seconds; 1 = 31-60 seconds; 2 = 0-30 seconds",""
"leit_fr_notes","String","255","Recommended","","FR Examiner's Notes and Observations","","",""
"leit_fr_raw","Integer","","Conditional","interview_age > 132 && interview_age < 251","FR Raw Score","","","intFigRotatRaw"
"leit_exat_1","Integer","","Recommended","","A. Pays attention to details within tasks","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_2","Integer","","Recommended","","A. Pays attention during instructions and demonstrations","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_3","Integer","","Recommended","","""A. Careful, interested in accuracy; not careless""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_4","Integer","","Recommended","","A. Sustains concentration; willing ot try repetitive tasks","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_5","Integer","","Recommended","","""A. Stays on task, with minimal reinforcement""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_6","Integer","","Recommended","","A. Interested in present task more than in starting next task","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_7","Integer","","Recommended","","A. Recalls information; does not forget details from Teaching Trials","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_8","Integer","","Recommended","","A. Focuses on task; e.g. does not daydream during assessment","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_9","Integer","","Recommended","","A. Directed to task despite external noises and sights","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_10","Integer","","Recommended","","A. Persists; body sensations do not interfere with performance","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exat_raw","Integer","","Recommended","","A. ATTENTION Raw Score","","",""
"leit_exoi_1","Integer","","Recommended","","B. Thinks and plans before beginning","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_2","Integer","","Recommended","","B. Indicates/asks if does not understand directions/procedures","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_3","Integer","","Recommended","","B. Does activities in an efficient order; organized","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_4","Integer","","Recommended","","""B. Inhibits verbalizations appropriately; does not """"blurt-out""""""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_5","Integer","","Recommended","","""B. Lets examiner finish before starting task, does not interrupt""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_6","Integer","","Recommended","","B. Refrains from indiscriminately touching test materials","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_7","Integer","","Recommended","","B. Independently completes activities w/o constant structuring","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_8","Integer","","Recommended","","B. Independently begins tasks; no extra assistance needed to begin","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exoi_raw","Integer","","Recommended","","B. ORGANIZATION/IMPULSE CONTROL Raw Score","","",""
"leit_exal_1","Integer","","Recommended","","""C. Focuses without fidgeting, restlessness, or gazing elsewhere""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exal_2","Integer","","Recommended","","""C. Remains in seat appropriately during test; does not climb, open closets, grab objects""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exal_3","Integer","","Recommended","","""C. Maintains appropriate activity level; no increase in movement as novelty of task wears off, or between subtests""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exal_4","Integer","","Recommended","","C. Needs minimal reinforcement to sit still","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exal_raw","Integer","","Recommended","","C. ACTIVITIY LEVEL Raw Score","","",""
"leit_exso_1","Integer","","Recommended","","""D. Interacts positively; not quarrelsome, whiney or sarcastic""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exso_2","Integer","","Recommended","","D. Alert and interactive; is not withdrawn","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exso_3","Integer","","Recommended","","D. Cooperates; complies with examiner's requests","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exso_4","Integer","","Recommended","","""D. Friendly; not hostile, angry or defiant""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exso_5","Integer","","Recommended","","D. Responsible with objects/materials; not careless or destructive","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exso_raw","Integer","","Recommended","","D. SOCIABILITY Raw Score","","",""
"leit_exef_1","Integer","","Recommended","","E. Shows pleasure in accomplishment and active task mastery","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exef_2","Integer","","Recommended","","E. Energetic; age appropriate fatigue during test session; not lethargic","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exef_3","Integer","","Recommended","","E. Positive or neutral statements regarding performance","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exef_4","Integer","","Recommended","","E. Confident; no reproaching or guilt-ridden behaviors","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exef_5","Integer","","Recommended","","E. Happy and content with self; does not appear melancholy or sad","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exef_6","Integer","","Recommended","","E. Reacts with appropriate range and intensity of emotions","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exef_raw","Integer","","Recommended","","E. ENERGY AND FEELINGS Raw Score","","",""
"leit_exre_1","Integer","","Recommended","","F. Modulates thoughts; not inundated by unrelated ideas","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exre_2","Integer","","Recommended","","F. No unrelated or bizarre responses","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exre_3","Integer","","Recommended","","F. Realistic; not self-aggrandizing or overly pretentious","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exre_4","Integer","","Recommended","","F. Stable dispositition; no liability or mood swings","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exre_5","Integer","","Recommended","","F. Regulated state; not over-aroused or over-reactive","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exre_6","Integer","","Recommended","","""F. Normal behaviors observed (e.g. no picking, twirling objects, twisting hair, fidgeting with jewelry in an excessive manner)""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exre_raw","Integer","","Recommended","","F. REGULATION AND MOOD REGULATION Raw Score","","",""
"leit_exanx_1","Integer","","Recommended","","G. Assured; not apprehensive or worried during session","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exanx_2","Integer","","Recommended","","G. Composed; not overwhelmed or rattled","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exanx_3","Integer","","Recommended","","G. Regulated approach; not obsessive or compulsive about details","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exanx_4","Integer","","Recommended","","G. Calm; not agitated or jittery in session","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exanx_5","Integer","","Recommended","","G. Persists with difficult tasks; recognizes limits appropriately","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exanx_6","Integer","","Recommended","","G. Tolerant; not irritated or annoyed with test tasks","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exanx_raw","Integer","","Recommended","","G. ANXIETY Raw Score","","",""
"leit_exsen_1","Integer","","Recommended","","""H. Normal reactions to outside noises, not oversensitive to sounds""","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exsen_2","Integer","","Recommended","","H. Concentrates; not distracted by visual stimuli","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exsen_3","Integer","","Recommended","","H. Adapts during transitions between tasks","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exsen_4","Integer","","Recommended","","H. Modulates and regulates arousal level in self","0;1;2;3","0 = Rarely/never; 1 = Sometimes; 2 = Often; 3 = Usually/always",""
"leit_exsen_raw","Integer","","Recommended","","H. SENSORY REACTIVITY Raw Score","","",""
"leit_ex_sb1","Integer","","Recommended","","""Severe Behaviors: Stereotypical, perseverative, or autistic-like behaviors""","0;1;2;3","0 = No; 1 = Yes",""
"leit_ex_sb2","Integer","","Recommended","","Severe Behaviors: Bizarre communications or preoccupations","0;1","0 = No; 1 = Yes",""
"leit_ex_sb3","Integer","","Recommended","","Severe Behaviors: Odd verbalizations or sounds","0;1","0 = No; 1 = Yes",""
"leit_ex_sb4","Integer","","Recommended","","""Severe Behaviors: Imparied non-verbal communication, i.e. no eye contact""","0;1","0 = No; 1 = Yes",""
"leit_ex_sb5","Integer","","Recommended","","""Severe Behaviors: Thought processes are peculiar, illogical and tangential""","0;1","0 = No; 1 = Yes",""
"leit_ex_sb6","Integer","","Recommended","","Severe Behaviors: Delusions or hallucinations are communicated","0;1","0 = No; 1 = Yes",""
"leit_ex_sb7","Integer","","Recommended","","Severe Behaviors: Paranoid; preoccupied with persecution","0;1","0 = No; 1 = Yes",""
"leit_exat_ss","Integer","","Recommended","","A. ATTENTION Scaled Score","","",""
"leit_exoi_ss","Integer","","Recommended","","B. ORGAN./IMP. CONTROL Scaled Score","","",""
"leit_exal_ss","Integer","","Recommended","","C. ACTIVITY LEVEL Scaled Score","","",""
"leit_exso_ss","Integer","","Recommended","","D. SOCIABILITY Scaled Score","","",""
"leit_excs_raw","Integer","","Recommended","","Cognitive/Social Composite Raw Score","","",""
"leit_excs_ss","Integer","","Recommended","","Cognitive/Social Composite Scaled Score","","",""
"leit_exef_ss","Integer","","Recommended","","E. ENERGY & FEELINGS Scaled Score","","",""
"leit_exre_ss","Integer","","Recommended","","F. REGULATION Scaled Score","","",""
"leit_exanx_ss","Integer","","Recommended","","G. ANXIETY Scaled Score","","",""
"leit_exsen_ss","Integer","","Recommended","","H. SENSORY REACTIVITY Scaled Score","","",""
"leit_exer_raw","Integer","","Recommended","","Emotions/Regulations Composite Raw Score","","",""
"leit_exer_ss","Integer","","Recommended","","Emotions/Regulations Composite Scaled Score","","",""
"site","String","101","Recommended","","Site","","Study Site",""
"study","String","100","Recommended","","Study; The code for each individual study","","e.g., the name of the study in multi-grant collections","studyid"
"daysrz","Integer","","Recommended","","days since randomization","","","studyday"
"visit","String","60","Recommended","","Visit name","","e.g., Baseline, 6-Month Follow Up, Year 2, Daily","interval"
"completed","Integer","","Recommended","","Checks if completed","-1::3","0=No; 1=Yes; 2=Yes, lost; 3=Unverified; -1= Not applicable","formcomp,frmcomp"
"sitedatasource_1","Integer","","Recommended","","Source of Data: Site","0;1; -888; -999","0=False; 1=True; -888=Not Applicable; -999=Missing","infosrcr"
"sitedatasource_phone","Integer","","Recommended","","Source of Data: Telephone","0;1; -888; -999","0=False; 1=True; -888=Not Applicable; -999=Missing","infosrct"
"sitedatasource_physician","Integer","","Recommended","","Source of Data: Physician","0;1; -888; -999","0=False; 1=True; -888=Not Applicable; -999=Missing","infosrcp"
"ci_enrolled","Integer","","Recommended","","Participant enrolled","0;1","0=No; 1=Yes","enrolled"
"visday","Integer","","Recommended","","Number of days from study baseline to date of visit","","","iq_dt"
"visnum","Float","","Recommended","","Numeric Visit Number","","-1.5 = Pre-Screening; -1 = Screening; 0 = Baseline; ## = Visit ## (from 1 to 10); Whole numbers = standard monthly visits; #.001 - #.009 = Unscheduled; #.1 = End of Phase 1; #.2 = End of Phase 2; #.3 = End of Phase 3; #.4 = End of Open Choice Phase; #.5 = End of Study; #.6 = Genetic Analysis; 1000=all visits",""
