"ec180","Integer","","Recommended","On a scale from 0-10, how related is ""Shock"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec181","Integer","","Recommended","On a scale from 0-10, how related is ""Heart racing"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec182","Integer","","Recommended","On a scale from 0-10, how related is ""Grossness"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec183","Integer","","Recommended","On a scale from 0-10, how related is ""Frowning"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec184","Integer","","Recommended","On a scale from 0-10, how related is ""Jumping"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec185","Integer","","Recommended","On a scale from 0-10, how related is ""Wide eyes"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec186","Integer","","Recommended","On a scale from 0-10, how related is ""Upset"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec187","Integer","","Recommended","On a scale from 0-10, how related is ""Vomiting"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec188","Integer","","Recommended","On a scale from 0-10, how related is ""Laughing"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec189","Integer","","Recommended","On a scale from 0-10, how related is ""Heat"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec190","Integer","","Recommended","On a scale from 0-10, how related is ""Excitement"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec191","Integer","","Recommended","On a scale from 0-10, how related is ""Sweating"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec192","Integer","","Recommended","On a scale from 0-10, how related is ""Sickness"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec193","Integer","","Recommended","On a scale from 0-10, how related is ""Loving"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec194","Integer","","Recommended","On a scale from 0-10, how related is ""Depression"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec195","Integer","","Recommended","On a scale from 0-10, how related is ""Calm"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec196","Integer","","Recommended","On a scale from 0-10, how related is ""Tense"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec197","Integer","","Recommended","On a scale from 0-10, how related is ""Avoidance"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec198","Integer","","Recommended","On a scale from 0-10, how related is ""Slumping over"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec199","Integer","","Recommended","On a scale from 0-10, how related is ""Screaming"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec200","Integer","","Recommended","On a scale from 0-10, how related is ""Clenching fists"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec201","Integer","","Recommended","On a scale from 0-10, how related is ""Lonely"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec202","Integer","","Recommended","On a scale from 0-10, how related is ""Pain"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec203","Integer","","Recommended","On a scale from 0-10, how related is ""Frustration"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec204","Integer","","Recommended","On a scale from 0-10, how related is ""Gasping"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec205","Integer","","Recommended","On a scale from 0-10, how related is ""Warmth"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec206","Integer","","Recommended","On a scale from 0-10, how related is ""Hiding"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec207","Integer","","Recommended","On a scale from 0-10, how related is ""Punching"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec208","Integer","","Recommended","On a scale from 0-10, how related is ""Anxious"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec209","Integer","","Recommended","On a scale from 0-10, how related is ""Headache"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec210","Integer","","Recommended","On a scale from 0-10, how related is ""Gagging"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec211","Integer","","Recommended","On a scale from 0-10, how related is ""Turning away"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec212","Integer","","Recommended","On a scale from 0-10, how related is ""Lethargic"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec213","Integer","","Recommended","On a scale from 0-10, how related is ""Jaw grinding"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec214","Integer","","Recommended","On a scale from 0-10, how related is ""Crying"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec215","Integer","","Recommended","On a scale from 0-10, how related is ""Rage"" to the emotion ""Happiness""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec216","Integer","","Recommended","On a scale from 0-10, how related is ""Smiling"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec217","Integer","","Recommended","On a scale from 0-10, how related is ""Nausea"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec218","Integer","","Recommended","On a scale from 0-10, how related is ""Yelling"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec219","Integer","","Recommended","On a scale from 0-10, how related is ""Shaking"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec220","Integer","","Recommended","On a scale from 0-10, how related is ""Shock"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec221","Integer","","Recommended","On a scale from 0-10, how related is ""Heart racing"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec222","Integer","","Recommended","On a scale from 0-10, how related is ""Grossness"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec223","Integer","","Recommended","On a scale from 0-10, how related is ""Frowning"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec224","Integer","","Recommended","On a scale from 0-10, how related is ""Jumping"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec225","Integer","","Recommended","On a scale from 0-10, how related is ""Wide eyes"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec226","Integer","","Recommended","On a scale from 0-10, how related is ""Upset"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec227","Integer","","Recommended","On a scale from 0-10, how related is ""Vomiting"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec228","Integer","","Recommended","On a scale from 0-10, how related is ""Laughing"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec229","Integer","","Recommended","On a scale from 0-10, how related is ""Heat"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec230","Integer","","Recommended","On a scale from 0-10, how related is ""Excitement"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec231","Integer","","Recommended","On a scale from 0-10, how related is ""Sweating"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec232","Integer","","Recommended","On a scale from 0-10, how related is ""Sickness"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec233","Integer","","Recommended","On a scale from 0-10, how related is ""Loving"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec234","Integer","","Recommended","On a scale from 0-10, how related is ""Depression"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec235","Integer","","Recommended","On a scale from 0-10, how related is ""Calm"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec236","Integer","","Recommended","On a scale from 0-10, how related is ""Tense"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec237","Integer","","Recommended","On a scale from 0-10, how related is ""Avoidance"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec238","Integer","","Recommended","On a scale from 0-10, how related is ""Slumping over"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec239","Integer","","Recommended","On a scale from 0-10, how related is ""Screaming"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec240","Integer","","Recommended","On a scale from 0-10, how related is ""Clenching fists"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec241","Integer","","Recommended","On a scale from 0-10, how related is ""Lonely"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec242","Integer","","Recommended","On a scale from 0-10, how related is ""Pain"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec243","Integer","","Recommended","On a scale from 0-10, how related is ""Frustration"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec244","Integer","","Recommended","On a scale from 0-10, how related is ""Gasping"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec245","Integer","","Recommended","On a scale from 0-10, how related is ""Warmth"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec246","Integer","","Recommended","On a scale from 0-10, how related is ""Hiding"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec247","Integer","","Recommended","On a scale from 0-10, how related is ""Punching"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec248","Integer","","Recommended","On a scale from 0-10, how related is ""Anxious"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec249","Integer","","Recommended","On a scale from 0-10, how related is ""Headache"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec250","Integer","","Recommended","On a scale from 0-10, how related is ""Gagging"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec251","Integer","","Recommended","On a scale from 0-10, how related is ""Turning away"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec252","Integer","","Recommended","On a scale from 0-10, how related is ""Lethargic"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec253","Integer","","Recommended","On a scale from 0-10, how related is ""Jaw grinding"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec254","Integer","","Recommended","On a scale from 0-10, how related is ""Crying"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec255","Integer","","Recommended","On a scale from 0-10, how related is ""Rage"" to the emotion ""Surprise""?","0 :: 10","0 = Not at all; 10 = Extremely",""
"ec_anger_disgust","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Anger' and 'Disgust'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_anger_sadness","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Anger' and 'Sadness'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_anger_surprise","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Anger' and 'Surprise'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_disgust_fear","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Disgust' and 'Fear'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_disgust_sadness","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Disgust' and 'Sadness'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_fear_anger","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Fear' and 'Anger'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_fear_sadness","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Fear' and 'Sadness'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_happiness_anger","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Happiness' and 'Anger'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_happiness_disgust","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Happiness' and 'Disgust'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_happiness_fear","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Happiness' and 'Fear'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_sadness_happiness","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Sadness' and 'Happiness'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_sadness_surprise","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Sadness' and 'Surprise'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_surprise_disgust","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Surprise' and 'Disgust'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_surprise_fear","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Surprise' and 'Fear'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
"ec_surprise_happiness","Float","","Recommended","Pearson correlation distance between a subject's conceptual relatedness ratings for the emotions 'Surprise' and 'Happiness'","0 :: 2","0 = identical responses; 2 = maximally dissimilar responses",""
