"sphxepo","Integer","","Recommended","The anxiety interferes significantly with the person's important areas of functioning (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxepb","Integer","","Recommended","The anxiety interferes significantly with the person's important areas of functioning (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxfcp","Integer","","Recommended","The duration of the social phobia is at least 6 months (Current Parent)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfcc","Integer","","Recommended","The duration of the social phobia is at least 6 months (Current Child)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfco","Integer","","Recommended","The duration of the social phobia is at least 6 months (Current Other)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfcb","Integer","","Recommended","The duration of the social phobia is at least 6 months (Current Best)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfpp","Integer","","Recommended","The duration of the social phobia is at least 6 months (Past Parent)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfpc","Integer","","Recommended","The duration of the social phobia is at least 6 months (Past Child)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfpo","Integer","","Recommended","The duration of the social phobia is at least 6 months (Past Other)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxfpb","Integer","","Recommended","The duration of the social phobia is at least 6 months (Past Best)","0::2","0=NAP; 1=No; 2=Yes",""
"sphxg2cp","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Current Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2pp","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Past Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2cc","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Current Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2pc","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Past Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2co","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Current Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2po","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Past Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2cb","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Current Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg2pb","Integer","","Recommended","The fear of avoidance is not better accounted for by another mental disorder (Past Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"sphxg1cp","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Current Parent)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1pp","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Past Parent)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1cc","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Current Child)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1pc","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Past Child)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1co","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Current Other)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1po","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Past Other)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1cb","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Current Best)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxg1pb","Integer","","Recommended","The fear of avoidance is not due to the direct effects of a substance or a general medical condition (Past Best)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"sphxhcp","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Current Parent)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhpp","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Past Parent)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhcc","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Current Child)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhpc","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Past Child)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhco","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Current Other)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhpo","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Past Other)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhcb","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Current Best)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxhpb","Integer","","Recommended","If a general medical condition or other mental disorder is present, the fear is unrelated to it (Past Best)","0::2;9","0=Does Not Apply; 1=Fear related to other disorder; 2=Fear is unrelated to other disorder; 9=No Information",""
"sphxcp","Integer","","Recommended","Is/was there social phobia (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxcc","Integer","","Recommended","Is/was there social phobia (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxco","Integer","","Recommended","Is/was there social phobia (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxcb","Integer","","Recommended","Is/was there social phobia (Current Best","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxpp","Integer","","Recommended","Is/was there social phobia (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxpc","Integer","","Recommended","Is/was there social phobia (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxpo","Integer","","Recommended","Is/was there social phobia (Past Other","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxpb","Integer","","Recommended","Is/was there social phobia (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"sphxgcb","Integer","","Recommended","Specify if generalized (Current Best)","0::2;9","0=Does Not Apply; 1=Not generalized; 2=Generalized; 9=No Information",""
"sphxgpb","Integer","","Recommended","Specify if generalized (Past Best)","0::2;9","0=Does Not Apply; 1=Not generalized; 2=Generalized; 9=No Information",""
"sphxdecon","Date","","Recommended","Date of onset for current social phobia","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"sphxdeinton","Date","","Recommended","Date of onset for interim social phobia","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"sphxdecoff","Date","","Recommended","Date of offset for current social phobia","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"sphxdeintoff","Date","","Recommended","Date of offset for interim social phobia","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"specphiacp","Integer","","Recommended","Marked and persistent fear (Current Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiapp","Integer","","Recommended","Marked and persistent fear (Past Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiacc","Integer","","Recommended","Marked and persistent fear (Current Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiapc","Integer","","Recommended","Marked and persistent fear (Past Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiaco","Integer","","Recommended","Marked and persistent fear (Current Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiapo","Integer","","Recommended","Marked and persistent fear (Past Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiacb","Integer","","Recommended","Marked and persistent fear (Current Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphiapb","Integer","","Recommended","Marked and persistent fear (Past Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbcp","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Current Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbpp","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Past Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbcc","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Current Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbpc","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Past Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbco","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Current Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbpo","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Past Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbcb","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Current Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxbpb","Integer","","Recommended","Exposure to the phobic stimulus almost invariably provokes an immediate anxiety response (Past Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdcp","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Current Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdpp","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Past Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdcc","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Current Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdpc","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Past Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdco","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Current Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdpo","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Past Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdcb","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Current Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxdpb","Integer","","Recommended","The phobic situation(s) is avoided, or else endured with intense anxiety or distress (Past Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxecp","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Current Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxepp","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Past Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxecc","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Current Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxepc","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Past Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxeco","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Current Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxepo","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Past Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxecb","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Current Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxepb","Integer","","Recommended","The avoidance, anxious anticipation, or distress interferes significantly with the normal routine (Past Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"specphxgcp","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Current Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgpp","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Past Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgcc","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Current Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgpc","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Past Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgco","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Current Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgpo","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Past Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgcb","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Current Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxgpb","Integer","","Recommended","The phobic avoidance are not better accounted for by another mental disorder (Past Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"specphxccp","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Parent)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxcpp","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Parent)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxccc","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Child)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxcpc","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Child)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxcco","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Other)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxcpo","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Other)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxccb","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Current Best)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxcpb","Integer","","Recommended","The person recognizes that the fear is excessive or unreasonable (Past Best)","0::2;9","0=NAP (Onset less than age 18 years); 1=Does not recognize unreasonableness; 2=Recognizes unreasonableness; 9=Missing",""
"specphxfcp","Integer","","Recommended","The duration is at least six months (Current Parent)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfpp","Integer","","Recommended","The duration is at least six months (Past Parent)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfcc","Integer","","Recommended","The duration is at least six months (Current Child)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfpc","Integer","","Recommended","The duration is at least six months (Past Child)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfco","Integer","","Recommended","The duration is at least six months (Current Other)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfpo","Integer","","Recommended","The duration is at least six months (Past Other)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfcb","Integer","","Recommended","The duration is at least six months (Current Best)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxfpb","Integer","","Recommended","The duration is at least six months (Past Best)","0::2;9","0=NAP (Onset greater than age 18 years); 1=No, less than 6 months; 2=Yes, 6 or more months; 9=Missing",""
"specphxcp","Integer","","Recommended","Is/was there a specific phobia (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxcc","Integer","","Recommended","Is/was there a specific phobia (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxco","Integer","","Recommended","Is/was there a specific phobia (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxcb","Integer","","Recommended","Is/was there a specific phobia (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxpp","Integer","","Recommended","Is/was there a specific phobia (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxpc","Integer","","Recommended","Is/was there a specific phobia (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxpo","Integer","","Recommended","Is/was there a specific phobia (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxpb","Integer","","Recommended","Is/was there a specific phobia (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx1cb","Integer","","Recommended","Animal type (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx1pb","Integer","","Recommended","Animal type (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx2cb","Integer","","Recommended","Natural environment type  (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx2pb","Integer","","Recommended","Natural environment type  (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx3cb","Integer","","Recommended","Blood, injection-injury type (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx3pb","Integer","","Recommended","Blood, injection-injury type (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx4cb","Integer","","Recommended","Situational type (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx4pb","Integer","","Recommended","Situational type (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx5cb","Integer","","Recommended","Other type (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphx5pb","Integer","","Recommended","Other type (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"specphxdecon","Date","","Recommended","Date of onset for current specific phobia","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"specphxdeinton","Date","","Recommended","Date of onset for interim specific phobia","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"specphxdecoff","Date","","Recommended","Date of offset for current specific phobia","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"specphxdeintoff","Date","","Recommended","Date of offset for interim specific phobia","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"agoiacp","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiapp","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiacc","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiapc","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiaco","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiapo","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiacb","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoiapb","Integer","","Recommended","Agoraphobia typically involves characteristic clusters of situations (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibcp","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibpp","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibcc","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibpc","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibco","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibpo","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibcb","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoibpb","Integer","","Recommended","The situations are avoided or else are endured with marked distress or with anxiety about having a panic attack or panic-like symptoms (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"agoxccp","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Current Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxcpp","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Past Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxccc","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Current Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxcpc","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Past Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"agoxcco","Integer","","Recommended","The anxiety or phobic avoidance is not better accounted for by another mental disorder (Current Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
