"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"panas_x_26","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Upset","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx26"
"panas_x_27","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Angry","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas2,panasx27"
"panas_x_28","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Bold","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx28"
"panas_x_29","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Blue","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas3,panasx29"
"panas_x_30","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Shy","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx30"
"panas_x_31","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Active","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panaspa_9,panasx31"
"panas_x_32","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Guilty","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas4,panas_10_tr1,panas_10_tr1_post,panas_10_tr2_post,panas_10_tr2_pre,panas_10_tr3_post,panas_10_tr3_pre,panasx32"
"panas_x_33","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Joyful","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas_joyful,panasx33"
"panas_x_34","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Nervous","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas6,panasx34"
"panas_x_35","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Lonely","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas8,panas_pals8,panasx35"
"panas_x_36","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Sleepy","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx36"
"panas_x_37","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Excited","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panaspa_3,panasx37"
"panas_x_38","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Hostile","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx38"
"panas_x_39","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Proud","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panaspa_10,panasx39"
"panas_x_40","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Jittery","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx40"
"panas_x_41","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Lively","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas_lively,panasx41"
"panas_x_42","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Ashamed","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas5,panasx42"
"panas_x_43","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. At ease","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx43"
"panas_x_44","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Scared","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx44"
"panas_x_45","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Drowsy","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx45"
"panas_x_46","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Angry at Self","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas6,panas_1_tr1,panas_1_tr1_post,panas_1_tr2_post,panas_1_tr2_pre,panas_1_tr3_post,panas_1_tr3_pre,panasx46"
"panas_x_47","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Enthusiastic","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas10,panaspa_8,panasx47"
"panas_x_48","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Downhearted","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas7,panasx48"
"panas_x_49","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Sheepish","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx49"
"panas_x_50","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Blame-worthy","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas8,panasx51"
"panas_x_51","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Determined","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panaspa_6,panasx52"
"panas_x_52","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Frightened","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx53"
"panas_x_53","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Astonished","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx54"
"panas_x_54","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Interested","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panaspa_1,panasx55"
"panas_x_55","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Loathing","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx56"
"panas_x_56","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Confident","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas7,panas_5_tr1,panas_5_tr1_post,panas_5_tr2_post,panas_5_tr2_pre,panas_5_tr3_post,panas_5_tr3_pre,panasx57"
"panas_x_57","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Energetic","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas_energetic,panasx58"
"panas_x_58","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Concentrating","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panasx59"
"panas_x_59","Integer","","Recommended","","Indicate to what extent you feel this way during the past weeks. Dissatisfied with self ","1::5;99;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas9,panasx60"
"time_assess","String","20","Recommended","","Time of day the assessment was taken. Hour:minutes","","","time"
"visit","String","60","Recommended","","Visit name","","","pax_timepoint"
"panas_nes1","Integer","","Recommended","","Basic Negative Emotion Scales: Fear Subscale Score","6::30","",""
"panas_nes2","Integer","","Recommended","","Basic Negative Emotion Scales: Hostility Subscale Score","6::30","",""
"panas_nes3","Integer","","Recommended","","Basic Negative Emotion Scales: Guilt Subscale Score","6::30","",""
"panas_nes4","Integer","","Recommended","","Basic Negative Emotion Scales: Sadness Subscale Score","5::25","",""
"panas_pes1","Integer","","Recommended","","Basic Positive Emotion Scales: Joviality Subscale Score","8::40","",""
"panas_pes2","Integer","","Recommended","","Basic Positive Emotion Scales: Self-Assurance Subscale Score","6::30","",""
"panas_pes3","Integer","","Recommended","","Basic Positive Emotion Scales: Attentiveness Subscale Score","4::20","",""
"panas_oas1","Integer","","Recommended","","Other Affective States: Shyness Subscale Score","4::20","",""
"panas_oas2","Integer","","Recommended","","Other Affective States: Fatigue Subscale Score","4::20","",""
"panas_oas3","Integer","","Recommended","","Other Affective States: Serenity Subscale Score","3::15","",""
"panas_oas4","Integer","","Recommended","","Other Affective States: Surprise Subscale Score","3::15","",""
"fspgod","String","70","Recommended","","Subject's gender OTHER describe","","",""
"site","String","101","Recommended","","Site","","Study Site",""
"timept","Integer","","Recommended","","Time Point","","888 = not applicable; 999 = missing",""
"panas_ex1","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Angry at Self","1::5","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely","panas_1"
"panas_ex2","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Shame","1::5","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely","panas_4,panas_4_tr1,panas_4_tr1_post,panas_4_tr2_post,panas_4_tr2_pre,panas_4_tr3_post,panas_4_tr3_pre"
"panas_ex3","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Confident","1::5","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely","panas_5,panas_pals7"
"panas_ex4","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Worried","1::5","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely","panas13,panas_6,panas_6_tr1,panas_6_tr1_post,panas_6_tr2_post,panas_6_tr2_pre,panas_6_tr3_post,panas_6_tr3_pre,panas_pals13"
"panas_ex5","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Angry at Others","1::5","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely","panas_7,panas_7_tr1,panas_7_tr1_post,panas_7_tr2_post,panas_7_tr2_pre,panas_7_tr3_post,panas_7_tr3_pre"
"panas_ex6","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Hopeless","1::5","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely","panas_9,panas_9_tr1,panas_9_tr1_post,panas_9_tr2_post,panas_9_tr2_pre,panas_9_tr3_post,panas_9_tr3_pre"
"trial","Integer","","Recommended","","Trial number","0::9999; -777; -999","1 = first; 2= second; 3=third; 4=fourth; 5=fifth; 6=sixth; etc; -777=NA, -999=missing","trial_1,trial_1_post,trial_2_post,trial_2_pre,trial_3_post,trial_3_pre"
"vses_tmp","Integer","","Recommended","","Within-session Timepoint Reference","1::7","1=Baseline measure; 2=Pre-FIPD assessment; 3=Post-FIPD assessment; 4=Pre- social interaction anticipation; 5=Social interaction Anticipation; 6=Post-interaction assessment; 7= fMRI session measure",""
"panas_x_60","Integer","","Recommended","","Indicate to what extent you feel this way during the past week. Depressed.","1::5;99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 99= N/A ; 77= Refused ; 88= Missing","panas00_9,panas1_9,panas2_9"
"study","String","100","Recommended","","Study; The code for each individual study","","",""
"respondent","String","20","Recommended","","Respondent","Mother;Father;Parent;Guardian;Teacher;Child;Self;Caregiver;Partner;Other;NA","NA=Not Applicable",""
"vis_type","Integer","","Recommended","","Visit type","0::2","1=Phone/remote; 0=doctor's office/In person; 2=No, not phone interview","visit_type,visit_type_12,visit_type_6"
"timepoint","Integer","","Recommended","","Timepoint","0::8","0=Screening; 1=Intake; 2=3 months; 3=6 months; 4=9 months; 5=12 months; 6=24 months; 7 = pre-intervention; 8 = post-intervention",""
"panas_ex14","Integer","","Recommended","","Indicate to what extent you feel this way right now. Hostile","0::100","0 = not at all; 100 = extremely",""
"panas_ex15","Integer","","Recommended","","Indicate to what extent you feel this way right now. Enthusiastic","0::100","0 = not at all; 100 = extremely",""
"panas_ex16","Integer","","Recommended","","Indicate to what extent you feel this way right now. Proud","0::100","0 = not at all; 100 = extremely",""
"panas_ex17","Integer","","Recommended","","Indicate to what extent you feel this way right now. Irritable","0::100","0 = not at all; 100 = extremely",""
"panas_ex18","Integer","","Recommended","","Indicate to what extent you feel this way right now. Alert","0::100","0 = not at all; 100 = extremely",""
"panas_ex19","Integer","","Recommended","","Indicate to what extent you feel this way right now. Ashamed","0::100","0 = not at all; 100 = extremely",""
"panas_ex20","Integer","","Recommended","","Indicate to what extent you feel this way right now. Inspired","0::100","0 = not at all; 100 = extremely",""
"panas_ex21","Integer","","Recommended","","Indicate to what extent you feel this way right now. Nervous","0::100","0 = not at all; 100 = extremely",""
"panas_ex22","Integer","","Recommended","","Indicate to what extent you feel this way right now. Determined","0::100","0 = not at all; 100 = extremely",""
"panas_ex23","Integer","","Recommended","","Indicate to what extent you feel this way right now. Attentive","0::100","0 = not at all; 100 = extremely",""
"panas_ex24","Integer","","Recommended","","Indicate to what extent you feel this way right now. Jittery","0::100","0 = not at all; 100 = extremely",""
"panas_ex25","Integer","","Recommended","","Indicate to what extent you feel this way right now. Active","0::100","0 = not at all; 100 = extremely",""
"panas_ex26","Integer","","Recommended","","Indicate to what extent you feel this way right now. Afraid","0::100","0 = not at all; 100 = extremely",""
"panas_ex27","Integer","","Recommended","","Indicate to what extent you feel this way right now. Stressed","0::100","0 = not at all; 100 = extremely",""
"panas_ex7","Integer","","Recommended","","Indicate to what extent you feel this way right now. Interested","0::100","0 = not at all; 100 = extremely",""
"panas_ex8","Integer","","Recommended","","Indicate to what extent you feel this way right now. Distressed","0::100","0 = not at all; 100 = extremely",""
"panas_ex9","Integer","","Recommended","","Indicate to what extent you feel this way right now. Excited","0::100","0 = not at all; 100 = extremely",""
"panas_ex10","Integer","","Recommended","","Indicate to what extent you feel this way right now. Upset","0::100","0 = not at all; 100 = extremely",""
"panas_ex11","Integer","","Recommended","","Indicate to what extent you feel this way right now. Strong","0::100","0 = not at all; 100 = extremely",""
"panas_ex12","Integer","","Recommended","","Indicate to what extent you feel this way right now. Guilty","0::100","0 = not at all; 100 = extremely",""
"panas_ex13","Integer","","Recommended","","Indicate to what extent you feel this way right now. Scared","0::100","0 = not at all; 100 = extremely",""
"panas_pals4","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Embarrassed","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing","panas4"
"panas_pals12","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Stressed","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing","panas12"
"ema_survey","String","100","Recommended","","Which survey collected the EMA data?","","e.g., Morning report; Random; First Drink; Bedtime; Drinking Follow-up; Drinking Follow-up 2; Drinking Follow-up 3; Breathalyzer Test",""
"timepoint_label","String","50","Recommended","","Timepoint/visit label","","",""
"session_time","Integer","","Recommended","","Pretreatment, mid-treatment, post-treatment","1::4","1 = pre-treatment; 2 = mid-treatment; 3 = post-treatment; 4 = follow-up",""
"hostile_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Hostile","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"enthusiastic_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Enthusiastic","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"proud_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Proud","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"irritable_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Irritable","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"alert_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Alert","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"ashamed_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Ashamed","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"inspired_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Inspired","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"nervous_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Nervous","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"determined_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Determined","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"attentive_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Attentive","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"jittery_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Jittery","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"active_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Active","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"afraid_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Afraid","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"sad_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Sad","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"angry_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Angry","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"happy_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Happy","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"shaky_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Shaky","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"loathing_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Loathing","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"blue_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Blue","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"downhearted_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Downhearted","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"interested_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Interested","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"scornful_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Scornful","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"alone_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Alone","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"distressed_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Distressed","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"excited_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Excited","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"upset_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Upset","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"strong_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Strong","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"guilty_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Guilty","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"scared_15min","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way in the past 15 minutes. Scared","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"session_timepoint","Integer","","Recommended","","timepoint during lab session","1::4","1 = baseline; 2 = after neutral prompt; 3 = after first unpleaseant prompt; 4 = after second unpleasant prompt",""
"reqcondition","Integer","","Recommended","","instruction to regulate","0 ::2; 777","0 = neutral; 1 = maintain; 2 = decrease; 777 = baseline",""
"panas_30days_08","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Sad","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_09","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Inspired","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_10","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Nervous","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_11","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Depressed","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_12","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Determined","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_13","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Attentive","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_14","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Hopeless","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_15","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Active","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_16","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Afraid","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
