"mul6_209","Integer","","Recommended","209. Feeling like some of your thoughts are removed from your mind by some force or by some other part of you.","0::10","0= Never; 10= Always","mid_209"
"mul6_210","Integer","","Recommended","210. Feeling a struggle inside you about what to think, how to feel, what you should do.","0::10","0= Never; 10= Always","mid_210"
"mul6_211","Integer","","Recommended","211. Not remembering where you were the day before.","0::10","0= Never; 10= Always","mid_211"
"mul6_212","Integer","","Recommended","212. Feeling that another part or entity inside you tries to stop you from doing or saying something.","0::10","0= Never; 10= Always","mid_212"
"mul6_213","Integer","","Recommended","213. Wishing that someone would finally realize how much you hurt.","0::10","0= Never; 10= Always","mid_213"
"mul6_214","Integer","","Recommended","214. More than one part of you has been reacting to these questions.","0::10","0= Never; 10= Always","mid_214"
"mul6_215","Integer","","Recommended","215. Feeling the presence of an angry part in your head that seems to hate you.","0::10","0= Never; 10= Always","mid_215"
"mul6_216","Integer","","Recommended","216. Hearing a voice in your head that is soothing, helpful, or protective.","0::10","0= Never; 10= Always","mid_216"
"mul6_217","Integer","","Recommended","217. Things in your home disappear or get moved around (and you dont know how this is happening).","0::10","0= Never; 10= Always","mid_217"
"mul6_218","Integer","","Recommended","218. Noticing the presence of a child inside you.","0::10","0= Never; 10= Always","mid_218"
"mdi1","Integer","","Recommended","1. In the last month, Absent-mindedness or forgetfulness","1::5","1= Never; 5= Very Often",""
"mdi2","Integer","","Recommended","2. In the last month, Your body feeling like it was someone elses","1::5","1= Never; 5= Very Often",""
"mdi3","Integer","","Recommended","3. In the last month, Things around you suddenly seeming not quite right, a little bit off","1::5","1= Never; 5= Very Often",""
"mdi4","Integer","","Recommended","4. In the last month, Knowing you must be upset, but not being able to feel it","1::5","1= Never; 5= Very Often",""
"mdi5","Integer","","Recommended","5. In the last month, People telling you that you said or did something that you dont remember saying or doing","1::5","1= Never; 5= Very Often",""
"mdi6","Integer","","Recommended","6. In the last month, Feeling like there was more than one person inside of you","1::5","1= Never; 5= Very Often",""
"mdi7","Integer","","Recommended","7. In the last month, Not paying attention because you were in your own world","1::5","1= Never; 5= Very Often",""
"mdi8","Integer","","Recommended","8. In the last month, Your hands or feet not feeling connected to the rest of your body","1::5","1= Never; 5= Very Often",""
"mdi9","Integer","","Recommended","9. In the last month, Feeling like you were in a dream","1::5","1= Never; 5= Very Often",""
"mdi10","Integer","","Recommended","10. In the last month, Not having any emotions or feelings at a time when you should have been upset","1::5","1= Never; 5= Very Often",""
"mdi11","Integer","","Recommended","11. In the last month, Suddenly realizing that hours had gone by and not knowing what you had been doing during that time","1::5","1= Never; 5= Very Often",""
"mdi12","Integer","","Recommended","12. In the last month, Having different people inside of you with different names","1::5","1= Never; 5= Very Often",""
"mdi13","Integer","","Recommended","13. In the last month, Spacing out","1::5","1= Never; 5= Very Often",""
"mdi14","Integer","","Recommended","14. In the last month, Feeling mechanical, like a robot","1::5","1= Never; 5= Very Often",""
"mdi15","Integer","","Recommended","15. In the last month, Things around you suddenly seeming strange","1::5","1= Never; 5= Very Often",""
"mdi16","Integer","","Recommended","16. In the last month, Not being able to feel emotions","1::5","1= Never; 5= Very Often",""
"mdi17","Integer","","Recommended","17. In the last month, Suddenly finding yourself somewhere and not knowing how you got there","1::5","1= Never; 5= Very Often",""
"mdi18","Integer","","Recommended","18. In the last month, Different people taking charge inside your mind","1::5","1= Never; 5= Very Often",""
"mdi19","Integer","","Recommended","19. In the last month, Driving or walking without noticing where you were going","1::5","1= Never; 5= Very Often",""
"mdi20","Integer","","Recommended","20. In the last month, Feeling outside of yourself","1::5","1= Never; 5= Very Often",""
"mdi21","Integer","","Recommended","21. In the last month, Suddenly things around you not feeling real or familiar","1::5","1= Never; 5= Very Often",""
"mdi22","Integer","","Recommended","22. In the last month, Feeling frozen inside, without feelings","1::5","1= Never; 5= Very Often",""
"mdi23","Integer","","Recommended","23. In the last month, Having blank spells","1::5","1= Never; 5= Very Often",""
"mdi24","Integer","","Recommended","24. In the last month, Switching back and forth between different personalities","1::5","1= Never; 5= Very Often",""
"mdi25","Integer","","Recommended","25. In the last month, Staring into space without thinking","1::5","1= Never; 5= Very Often",""
"mdi26","Integer","","Recommended","26. In the last month, Feeling like you didnt belong in your body","1::5","1= Never; 5= Very Often",""
"mdi27","Integer","","Recommended","27. In the last month, Your home or work suddenly seeming unfamiliar to you","1::5","1= Never; 5= Very Often",""
"mdi28","Integer","","Recommended","28. In the last month, Knowing you should feel mad or sad about something, but not having any feelings","1::5","1= Never; 5= Very Often",""
"mdi29","Integer","","Recommended","29. In the last month, Realizing that you must have done something that you dont remember doing","1::5","1= Never; 5= Very Often",""
"mdi30","Integer","","Recommended","30. In the last month, Feeling like two or more people were fighting or arguing inside of yourself","1::5","1= Never; 5= Very Often",""
"mdi_raw1","Integer","","Recommended","Disengagement raw MDI scale score","","",""
"mdi_raw2","Integer","","Recommended","Depersonalization raw MDI scale score","","",""
"mdi_raw3","Integer","","Recommended","Derealization raw MDI scale score","","",""
"mdi_raw4","Integer","","Recommended","Emotional Constriction raw MDI scale score","","",""
"mdi_raw5","Integer","","Recommended","Memory Disturbance raw MDI scale score","","",""
"mdi_raw6","Integer","","Recommended","Identity Dissociation raw MDI scale score","","",""
