"alq087","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Spending time with a romantic partner.","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq088","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Gone to a bar, club, or party.","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq089","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Engaged in hobbies or recreational activities (e.g, photography, sports leagues)","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq090","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Gone to work or school.","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq091","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Engaged in service or community activities.","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq092","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Interacting with friends or family (in person, by phone, or on social media).","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq093","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Exercising or working out.","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq094","Integer","","Recommended","Please rate how much you enjoyed each activity when you WERE drinking alcohol. If you have experienced an activity more than once in the past month, try to rate how enjoyable it was on average. Rate the enjoyability of each item over the past 30 days. Only report an enjoyment rating for items that you engaged in at least once in the past month. Gone out to eat.","0::4","0 = Unpleasant or neutral; 1 = Mildly pleasant; 2 = Moderately pleasant; 3 = Very pleasant; 4 = Extremely pleasant",""
"alq079","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Spent time with a romantic partner","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
"alq080","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Gone to a bar, club, or party.","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
"alq081","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Hobbies or recreational activities (e.g., photography, sports leagues)","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
"alq082","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Gone to work or school.","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
"alq083","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Engaged in service or community activities.","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
"alq084","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Spent time interacting with friends or family (in person, by phone, or on social media)","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
"alq085","Integer","","Recommended","The following is a list of activities, events, and experiences. For the time frame of the last 30 days, please rate how often you have engaged in each activity when you WERE drinking alcohol. Exercised or worked out.","0::4","0 = 0 times; 1 = Once a week or less; 2 = 2-4 times per week; 3 = About once a day; 4 = More than once a day",""
