"hitop_62","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I enjoyed activities that were a little bit dangerous.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_63","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Taking risks made me feel alive.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_300","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I struggled to think clearly.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_64","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My mind felt mixed up.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_230","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was easily distracted.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_231","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had trouble remembering things.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_543","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My thoughts kept jumping from one thing to another.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_173","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Nothing seemed interesting to me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_508","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I didn't get excited about very much.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_8","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I didn't experience the joy and pleasure that most other people do.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_187","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was overwhelmed by anxiety.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_190","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt nervous and on edge.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_191","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt very stressed.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp12","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt hopeless about the future.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp14","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt worthless.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp8","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt depressed.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp9","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt down and discouraged.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp17","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Took a lot of effort to get going.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp18","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had very little energy.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp19","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt worn out.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_333","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was disgusted with myself.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_334","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I blamed myself for things.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_336","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was ashamed of myself.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_570","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My moods were intense and unpredictable.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_571","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My mood changed suddenly for no good reason.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_572","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I quickly went from being sad to being happy.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_193","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I got angry about small things.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_323","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I got so angry that I yelled or screamed.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_514","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had angry outbursts.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"ext_89","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My temper scared people.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp_4","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was easily annoyed.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp_5","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was grouchy.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp_6","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was very irritable.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"exp_7","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Minor frustrations really upset me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_270","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I slept very poorly.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_271","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had trouble staying asleep.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_273","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I woke up early and could not get back to sleep.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_274","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had trouble falling asleep.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_275","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Nightmares caused me to wake up at night.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_278","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had a recurring bad dream.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_279","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had a dream so distressing that it continued to affect me after waking.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_449","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had pains in several parts of my body.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_450","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - My muscles were weak.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_451","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt something was wrong with my body.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_452","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was bothered by stomach symptoms (diarrhea, nausea, stomach pain etc.)","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_455","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I experienced chest pain.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_456","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was bothered by several bodily symptoms (e.g., headache, fatigue or stomach problems) for which there was no clear or sufficient medical explanation.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_87","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Once I started eating, I could not stop.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_92","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I could not resist eating.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_93","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I ate a very large amount of food in a short period of time (e.g., within 2 hours).","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_107","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I tried to eat only healthy foods.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_109","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I tried to limit the number of fatty foods I ate.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_110","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I spent time planning how to reduce my food intake.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_111","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I focused on eating more healthy foods.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_114","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I tried to eat fewer snacks.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_147","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - People told me that I did not eat enough.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_148","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I skipped two meals in a row.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_150","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I went a long time without eating.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_151","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I made excuses to avoid eating.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_214","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt the urge to check to make sure I really had done something.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_215","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - Even when I was very careful, I worried whether I had done something correctly.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_216","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had a nagging doubt that I'd failed to do something important.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_218","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - After I left my home, I worried that I failed to do something.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_219","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I found myself worrying whether I actually did something or only intended to do it.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_221","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - It was difficult for me to touch something that was dirty.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_222","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I worried about getting germs through contact with animals.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_223","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I avoided contact with people because I was worried about germs.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_224","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt the need to wash my hands again and again.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_226","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I was obsessed with cleanliness.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_228","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I had to clean myself because I felt contaminated.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_233","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I felt compelled to count things.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_234","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I avoided numbers that could bring bad luck.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_235","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I counted things over and over again.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_237","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I thought that certain numbers were lucky for me.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
"hitop_238","Integer","","Recommended","Please consider whether there have been significant times during the last 12 months during which the following statements applied to you - I needed to count to a certain number before starting an activity.","1::4;-1","1 = Not at all; 2 = A little; 3 = Moderately; 4 = A lot; -1 = Missing",""
